"correspondents_id","type","gender","viaf_id","wikidata_id","gnd_id","cerl_id","emlo_person_id","name_in_edition","known_name_variations","known_name_variations_ref","pob_loc_id","pob_loc_annotation","pob_loc_annotation_ref","dob_year1","dob_month1","dob_day1","dob_computable1","dob_has_range","dob_year2","dob_month2","dob_day2","dob_computable2","dob_annotation","dob_annotation_ref","pod_loc_id","pod_loc_annotation","pod_loc_annotation_ref","dod_year1","dod_month1","dod_day1","dod_computable1","dod_has_range","dod_year2","dod_month2","dod_day2","dod_computable2","dod_annotation","dod_annotation_ref","further_annotation"
"a578c69d-7b6a-4e74-955b-ff0be06a4f1a","individual","male","54146999","Q5580","11852786X","cnp01256208","047dc020-004e-450a-b133-c5cdcafee877","Albrecht Dürer","Duerer // Dürero // Durer // Direr // Dürrer // Durerus","GND","nürnberg_DE_gid_2861650","Nürnberg","GND","1471","05","21","1471-05-21","0","1471","05","21","1471-05-21","21. Mai 1471","NDB","nürnberg_DE_gid_2861650","Nürnberg","GND","1528","04","06","1528-04-06","0","1528","04","06","1528-04-06","6. April 1528","NDB",""
"893a2802-c9ed-4f40-9fa2-d1284334c044","individual","male","89934990","Q55126594","138386889","cnp01176166","","Alexander Schweis","Schweis // Schweiss // Schweiß","GND","herborn_DE_gid_2906199","Herborn","ADB","","","","","1","","","","","","","unknown_location_XX_gid_unknown","Unknown","","","","","","1","1536","","","1536-12-31","vor / in 1536","ADB",""
"4dc64c0f-d7c4-46f2-a272-60d8b674765b","individual","male","unknown","","","","","Alvise Conti","","","unknown_location_XX_gid_unknown","Unknown","","","","","","1","","","","","","","unknown_location_XX_gid_unknown","Unknown","","","","","","1","","","","","","",""
"d1bc3af6-3457-4c92-ba36-0f2131f44dd5","individual","male","69673463","","116112492","cnp01075899","","Ambrosius Dietrich","","","unknown_location_XX_gid_unknown","Unknown","","","","","","1","","","","","","","unknown_location_XX_gid_unknown","Unknown","","","","","","1","","","","","","",""
"50b36d28-2920-43b4-a363-4d9bc4834645","individual","male","unknown","Q94935116","119674904","cnp01121388","","Andreas Frank","Camic(t)ianus","Pirckheimer BW IV, 282","kamenz_DE_gid_2893437","Kamenz","Pirckheimer BW IV, 282","1496","","","1496-01-01","1","1496","","","1496-12-31","1496","GND","unknown_location_XX_gid_unknown","Unknown","","1545","","","1545-01-01","1","1545","","","1545-12-31","1545","Pirckheimer BW IV, 282",""
"49ffb04e-35b8-4514-939a-7587eb48702b","individual","male","231891749","","1019508620","cnp01880942","","Andreas Rüttel","Ritelius // Rittel // Ruettel // Ruttellius","GND","stuttgart_DE_gid_2825297","Stuttgart","Landesbibliographie Baden-Württemberg","1504","01","20","1504-01-20","0","1504","01","20","1504-01-20","20.01.1504","Landesbibliographie Baden-Württemberg","stuttgart_DE_gid_2825297","Stuttgart","Landesbibliographie Baden-Württemberg","1565","10","29","1565-10-29","0","1565","10","29","1565-10-29","29.10.1565","Landesbibliographie Baden-Württemberg",""
"34bdbfd6-fc21-429b-9935-21bfc976c386","individual","male","8938667","Q94573848","135789052","cnp01145605","","Anton Kreß","Kress // Kressius // Kressen","GND","unknown_location_XX_gid_unknown","Unknown","","1478","","","1478-01-01","1","1478","","","1478-12-31","1478","GND","unknown_location_XX_gid_unknown","Unknown","","1513","","","1513-01-01","1","1513","","","1513-12-31","1513","GND",""
"4b69e4fe-636e-4d56-ab53-60ca0c0c5c3c","individual","male","unknown","","","","","Antonio de Vento","","","unknown_location_XX_gid_unknown","Unknown","","","","","","1","","","","","","","unknown_location_XX_gid_unknown","Unknown","","","","","","1","","","","","","",""
"152d325f-82ad-4e17-8bbb-7dbe69d23080","individual","male","1526163335713403270007","","1242181806","cnp02352711","","Augustin Lupf","","","unknown_location_XX_gid_unknown","Unknown","","","","","","1","","","","","","","unknown_location_XX_gid_unknown","Unknown","","","","","","1","","","","","","",""
"25fd06ee-f508-49fa-b59d-433bb1871f4b","individual","male","unknown","","","","","Balthasar Graf","","","unknown_location_XX_gid_unknown","Unknown","","","","","","1","","","","","","","unknown_location_XX_gid_unknown","Unknown","","","","","","1","","","","","","",""
