"Id","type","gender","Label","pob_loc_id","pob_loc_annotation","dob_year1","dob_computable1","dob_has_range","dob_year2","dob_computable2","pod_loc_id","pod_loc_annotation","dod_year1","dod_computable1","dod_has_range","dod_year2","colour"
"adrian_vi_ pope_ viaf_76430137","individual","male","Pope ADRIAN VI","utrecht_NL_gid_2745912","Utrecht",1454,"1454-03-02",0,1545,"1454-03-02","rome_IT_gid_3169070","Rome",1523,"1523-09-14",0,1523,"#fdb863"
"albert_of_brandenburg_archbischop_and_elector_of_mainz_cardinal_viaf_42631444","individual","male","Albert of BRANDENBURG","alt_kölln_DE_gid_7576815","Cölln an der Spree",1490,"1490-06-28",0,1490,"1490-06-28","mainz_DE_gid_2874225","Mainz",1545,"1545-09-24",0,1545,"#525252"
"barbier_pierre_viaf_unknown","individual","male","Pierre BARBIER","arras_FR_gid_3036784","prob. Arras",NA,"0000-00-00",1,NA,"0000-00-00","tournai_BE_gid_2785341","Tournai",1551,"1551-12-07",1,1552,"#525252"
"basel_town_council_of_viaf_not_applicable","corporate body","","[Town Council of Basel","unknown_location_XX_gid_unknown","",NA,"0000-00-00",1,NA,"0000-00-00","unknown_location_XX_gid_unknown","",NA,"0000-00-00",1,NA,"#525252"
"biétry_thiébaut_viaf_unknown","individual","male","Thiébaut BIÉTRY","porrentruy_CH_gid_2659171","Porrentruy, in the Jura",NA,"0000-00-00",1,NA,"0000-00-00","unknown_location_XX_gid_unknown","Unknown",NA,"0000-00-00",1,NA,"#525252"
"blarer_thomas_viaf_50052742","individual","male","Thomas BLARER","konstanz_DE_gid_2885679","Constance",NA,"0000-00-00",1,NA,"0000-00-00","neugiersberg_CH_gid_unknown","Neugiersberg, in the Swiss Thurgau",1567,"1567-03-19",0,1567,"#525252"
"botzheim_johannes_von_viaf_40125681","individual","male","Johann von BOTZHEIM","sasbach_DE_gid_2841380","Sasbach (Baden)",NA,"0000-00-00",1,NA,"0000-00-00","überlingen_DE_gid_2820577","Überlingen",1535,"1535-03-01",1,1535,"#525252"
"brunfels_otto_viaf_34489382","individual","male","Otto BRUNFELS","mainz_DE_gid_2874225","Mainz",1488,"1488-01-01",1,1488,"1488-12-31","basel_CH_gid_2661604","Basel",1534,"1534-11-23",0,1534,"#525252"
"budé_guillaume_viaf_105878228","individual","male","Guillaume BUDÉ","paris_FR_gid_2988507","Paris",1468,"1468-01-26",0,1468,"1468-01-26","paris_FR_gid_2988507","Paris",1540,"1540-08-22",0,1540,"#525252"
"buscoducensis_nicolas_viaf_167110308","individual","male","Nicolaas van BROECKHOVEN","s_hertogenbosch_NL_gid_2747351","s-Hertogenbosch",1478,"1478-01-01",1,1478,"1478-12-31","blankenburg_DE_gid_2948071","Blankenburg, in the Harz",NA,"0000-00-00",1,1553,"#525252"
"capito_wolfgang_viaf_61578502","individual","male","Wolfgang Faber CAPITO","haguenau_FR_gid_3014078","Hagenau/Elsaß",1478,"1478-01-01",1,1478,"1478-12-31","strasbourg_FR_gid_2973783","Straßburg",1541,"1541-11-02",0,1541,"#fdb863"
"carondelet_jean_viaf_35387645","individual","male","Jean (II) de CARONDELET","dole_FR_gid_3021263","Dole",1469,"1469-01-01",1,1469,"1469-12-31","mechelen_BE_gid_2791537","Mechelen",1545,"1545-02-07",0,1545,"#525252"
"cheregato_francesco_viaf_10186230","individual","male","Francesco CHIERIGATI","vicenza_IT_gid_3164419","Vicenza",NA,"0000-00-00",1,NA,"0000-00-00","bologna_IT_gid_3181928","Bologna",1539,"1539-12-05",0,1539,"#525252"
"clava_antonius_viaf_unknown","individual","male","Antonius CLAVA","brugge_BE_gid_2800931","Bruges",NA,"0000-00-00",1,NA,"0000-00-00","gent_BE_gid_2797656","Ghent",1529,"1529-05-31",0,1529,"#525252"
"clesio_bernardo_viaf_59192040","individual","male","Bernhard von CLES","cles_IT_gid_3178548","Val di Non, north of Trent",1485,"1485-03-11",0,1485,"1485-03-11","bressanone_IT_gid_3181550","Bressanone (Brixen)",1539,"1539-07-30",0,1539,"#525252"
"cologne_nuns_of_viaf_not_applicable","corporate body","male","[Nuns of Cologne","unknown_location_XX_gid_unknown","",NA,"0000-00-00",1,NA,"0000-00-00","unknown_location_XX_gid_unknown","",NA,"0000-00-00",1,NA,"#525252"
