"Id","letter_no_in_edition","Source","sender_inferred","sender_uncertain","Target","recipient_inferred","recipient_uncertain","Label","send_date_year1","send_date_computable1","send_date_has_range","send_date_year2","send_date_computable2","send_date_inferred","send_date_approx","send_date_uncertain","source_loc_id","source_loc_inferred","source_loc_uncertain","target_loc_id","target_loc_inferred","target_loc_uncertain","letter_language","letter_type_genus","letter_type_x_to_x"
"era_cwe_391","391 [CWE] // 391 [ALLEN]","basellius_nikolaus_viaf_30349975",0,0,"erasmus_desiderius_viaf_95982394",0,0,"391 From Nikolaus Basellius Hirsau, [c February 1516] [CWE]",1516,"1516-02-01",1,1516,"1516-02-29",1,1,0,"kloster_hirsau_DE_gid_unknown",0,0,"basel_CH_gid_2661604",1,0,"latin","familiar letter","letter_1_to_1"
"era_cwe_454","454 [CWE] // 454 [ALLEN]","melanchthon_philipp_viaf_76319978",0,0,"erasmus_desiderius_viaf_95982394",0,0,"454 From Philippus Melanchthon Tübingen, 20 August 1516 [CWE]",1516,"1516-08-20",0,1516,"1516-08-20",0,0,0,"tübingen_DE_gid_2820860",0,0,"antwerpen_BE_gid_2803138",1,0,"latin","familiar letter","letter_1_to_1"
"wpirck_bw_410","410","melanchthon_philipp_viaf_76319978",0,0,"pirckheimer_willibald_viaf_27173507",0,0,"Philipp Melanchthon an P.",1516,"1516-09-01",1,1517,"1517-08-31",1,1,1,"tübingen_DE_gid_2820860",0,0,"nürnberg_DE_gid_2861650",1,1,"latin","familiar letter","letter_1_to_1"
"era_cwe_409","409 [CWE] // 409 [ALLEN]","pirckheimer_willibald_viaf_27173507",0,0,"erasmus_desiderius_viaf_95982394",0,0,"409 From Willibald Pirckheimer Nürnberg, 20 May 1516 [CWE]",1516,"1516-05-20",0,1516,"1516-05-20",0,0,0,"nürnberg_DE_gid_2861650",0,0,"antwerpen_BE_gid_2803138",1,0,"latin","familiar letter","letter_1_to_1"
"wpirck_bw_379","379","pirckheimer_willibald_viaf_27173507",0,0,"bannicius_jacobus_viaf_72207021",1,0,"P. an <Jacob de Banissis>",1516,"1516-01-01",1,1516,"1516-01-31",1,1,0,"nürnberg_DE_gid_2861650",1,0,"unknown_location_XX_gid_unknown",0,1,"latin","familiar letter","letter_1_to_1"
"wpirck_bw_381","381","pirckheimer_willibald_viaf_27173507",0,0,"reuchlin_johann_viaf_66542815",1,0,"P. an <Johannes Reuchlin>",1516,"1516-02-10",1,1516,"1516-02-20",1,1,0,"nürnberg_DE_gid_2861650",1,0,"stuttgart_DE_gid_2825297",1,1,"latin","familiar letter","letter_1_to_1"
"wpirck_bw_384","384","pirckheimer_willibald_viaf_27173507",0,0,"emser_hieronymus_viaf_19702295",1,0,"P. an <Hieronymus> Emser",1516,"1516-02-20",1,1516,"1516-02-28",1,1,1,"nürnberg_DE_gid_2861650",1,0,"dresden_DE_gid_2935022",1,1,"latin","familiar letter","letter_1_to_1"
"wpirck_bw_387","387","pirckheimer_willibald_viaf_27173507",0,0,"emser_hieronymus_viaf_19702295",1,0,"P. an H<ieronymus Emser>",1516,"1516-04-10",1,1516,"1516-04-20",1,1,1,"nürnberg_DE_gid_2861650",1,0,"dresden_DE_gid_2935022",1,1,"latin","familiar letter","letter_1_to_1"
"wpirck_bw_407a","407a","pirckheimer_willibald_viaf_27173507",0,0,"cochlæus_johannes_viaf_121589726",1,0,"P. an <Johannes Cochlaeus>",1516,"1516-12-25",0,1516,"1516-12-25",1,1,1,"nürnberg_DE_gid_2861650",1,0,"bologna_IT_gid_3181928",1,1,"latin","familiar letter","letter_1_to_1"
"era_cwe_459","459 [CWE] // 459 [ALLEN]","capito_wolfgang_viaf_61578502",0,0,"erasmus_desiderius_viaf_95982394",0,0,"459 From Wolfgang Capito [Basel] 2 September 1516 [CWE]",1516,"1516-09-02",0,1516,"1516-09-02",0,0,0,"basel_CH_gid_2661604",1,0,"antwerpen_BE_gid_2803138",1,0,"latin","familiar letter","letter_1_to_1"
"era_cwe_390","390 [CWE] // 390 [ALLEN]","zasius_ulrich_viaf_61645489",0,0,"erasmus_desiderius_viaf_95982394",0,0,"390 From Udalricus Zasius Freiburg im Breisgau, 20 February [CWE]",1516,"1516-02-20",0,1516,"1516-02-20",0,0,0,"freiburg_DE_gid_2925177",0,0,"basel_CH_gid_2661604",1,0,"latin","familiar letter","letter_1_to_1"
"era_cwe_406","406 [CWE] // 406 [ALLEN]","zasius_ulrich_viaf_61645489",0,0,"erasmus_desiderius_viaf_95982394",0,0,"406 From Udalricus Zasius Freiburg im Breisgau, 9 May 1516 [CWE]",1516,"1516-05-09",0,1516,"1516-05-09",0,0,0,"freiburg_DE_gid_2925177",0,0,"basel_CH_gid_2661604",1,0,"latin","familiar letter","letter_1_to_1"
"era_cwe_463","463 [CWE] // 463 [ALLEN]","glareanus_henricus_viaf_73950690",0,0,"erasmus_desiderius_viaf_95982394",0,0,"463 From Henricus Glareanus Basel, 5 September 1516 [CWE]",1516,"1516-09-05",0,1516,"1516-09-05",0,0,0,"basel_CH_gid_2661604",0,0,"antwerpen_BE_gid_2803138",1,0,"latin","familiar letter","letter_1_to_1"
