"Id","type","gender","Label","pob_loc_id","pob_loc_annotation","dob_year1","dob_computable1","dob_has_range","dob_year2","dob_computable2","pod_loc_id","pod_loc_annotation","dod_year1","dod_computable1","dod_has_range","dod_year2","colour"
"01d02986-fe99-494a-ac18-0e5f49c3d232","individual","male","Christoph FREISLEBEN","linz_AT_gid_2772400","Linz",NA,NA,1,NA,NA,"unknown_location_XX_gid_unknown","Unknown",1552,"1552-01-01",1,NA,"#525252"
"036eacb5-6f53-4ecf-8cf4-128173fb022a","individual","male","Christoph von STADION","hohenschelklingen_castle_DE_gid_2901496","castle of Schelklingen, west of Ulm",1478,"1478-03-01",1,1478,"1478-03-31","nürnberg_DE_gid_2861650","Nürnberg",1543,"1543-04-15",0,1543,"#525252"
"16be5cc6-b281-44ed-98e9-f3b9273a1609","individual","male","Jakob STURM","strasbourg_FR_gid_2973783","Strasbourg",1489,"1489-08-10",0,1489,"1489-08-10","strasbourg_FR_gid_2973783","Straßburg",1533,"1533-10-30",0,1533,"#525252"
"17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","individual","male","Erasmus Desiderius","rotterdam_NL_gid_2747891","bei Rotterdam",1469,"1469-01-01",1,1469,"1469-12-31","basel_CH_gid_2661604","Basel",1536,"1536-01-01",1,1536,"#3C93AF"
"185d8355-de68-4303-90f5-cbdbf37a9778","individual","male","Maarten DAVIDTS","unknown_location_diocese_of_cambrai_FR_gid_unknown","diocese of Cambrai",NA,NA,1,NA,NA,"unknown_location_XX_gid_unknown","Unknown",1535,"1535-01-12",0,1535,"#525252"
"1c3a17c7-58bb-4d54-a0cb-fe6518aa480a","individual","male","Nicolas MAILLARD","unknown_location_diocese_of_rouen_FR_gid_unknown","Unknown, diocese of Rouen",NA,NA,1,NA,NA,"unknown_location_XX_gid_unknown","Unknown",NA,NA,1,NA,"#525252"
"1e0ab208-783c-4319-a482-d5e835c2dbf6","individual","male","Sebastian FRANCK","donauwörth_DE_gid_2936253","Donauwörth",1499,"1499-01-20",0,1499,"1499-01-20","basel_CH_gid_2661604","Basel",1542,"1542-10-20",1,1542,"#525252"
"209003e9-81b5-4414-afd7-03e8c2f44b53","individual","male","Levinus AMMONIUS","gent_BE_gid_2797656","Ghent",1488,"1488-04-13",0,1488,"1488-04-13","gent_BE_gid_2797656","Ghent",1557,"1557-03-19",0,1557,"#525252"
"21abf6bd-f800-417e-91eb-4d679dccaa60","individual","male","Petrus VULCANIUS","brugge_BE_gid_2800931","Bruges",1503,"1503-01-01",1,1503,"1503-12-31","mechelen_BE_gid_2791537","Mechelen",1571,"1571-01-01",1,1571,"#525252"
"249047a8-a9e4-46ca-aff7-410a4999b64b","individual","male","Thomas VENATORIUS","nürnberg_DE_gid_2861650","Nürnberg",1488,"1488-01-01",1,1488,"1488-12-31","nürnberg_DE_gid_2861650","Nürnberg",1551,"1551-02-04",0,1551,"#525252"
"26f04a8c-dc6b-48b6-8554-24ff65c9f05f","individual","male","Johann RINCK","köln_DE_gid_2886242","Cologne",NA,NA,1,NA,NA,"köln_DE_gid_2886242","prob. Cologne",1566,"1566-01-01",1,1566,"#525252"
"284ed6d5-a734-471e-8134-0a2baafabf9a","individual","male","Simon GRYNAEUS","veringendorf_DE_gid_2817582","Veringendorf",1493,"1493-01-01",1,1493,"1493-12-31","basel_CH_gid_2661604","Basel",1541,"1541-08-01",0,1541,"#525252"
"285e3bbd-d087-46d6-ad31-2e07a29fa69e","individual","male","Maarten LIPS","brussels_BE_gid_2800866","Brussels",1491,"1491-01-01",1,1491,"1491-12-31","huy_BE_gid_2795113","Huy",1555,"1555-03-23",1,1559,"#525252"
"2b33f692-a515-4aeb-8397-04c88fd45b36","individual","male","Tielmannus GRAVIUS","köln_DE_gid_2886242","Köln",1474,"1474-01-01",1,1474,"1474-12-31","köln_DE_gid_2886242","prob. Cologne",1545,"1545-01-01",1,1545,"#525252"
"2b73d8d8-43b2-4832-8375-808743b92687","individual","male","Emperor FERDINAND I","alcalá_de_henares_ES_gid_3130616","Alcala de Henares, Castile",1503,"1503-03-10",0,1503,"1503-03-10","vienna_AT_gid_2761369","Wien",1564,"1564-07-25",0,1564,"#525252"
"2f92c3fe-b2ec-46a9-a354-90b624cfa2b6","individual","male","Johann HERWAGEN","watterdingen_DE_gid_2813629","Waderdingen, Hegau",1497,"1497-01-01",1,1497,"1497-12-31","basel_CH_gid_2661604","prob. Basel",1558,"1558-01-01",1,1558,"#525252"
"37e35f66-3d20-452a-8416-8839a58ca7ed","individual","male","Adrianus CHILIUS","maldegem_BE_gid_2791857","Maldeghem in western Flanders",NA,NA,1,NA,NA,"maldegem_BE_gid_2791857","Maldeghem",1569,"1569-01-01",1,1569,"#525252"
"3a18f520-8241-4b95-b128-bdd62bc0a03e","individual","male","Charles BLOUNT","tournai_BE_gid_2785341","Tournai",1516,"1516-06-28",0,1516,"1516-06-28","unknown_location_XX_gid_unknown","Unknown",1544,"1544-10-10",0,1544,"#525252"
"3a5d3120-bccc-4763-ab3f-7d5400358f8c","individual","male","Conradus GOCLENIUS","mengeringhausen_DE_gid_2871962","Mengeringhausen, in the county of Waldeck( Westphalia)",1499,"1499-01-01",1,1499,"1499-12-31","leuven_BE_gid_2792482","Louvain",1539,"1539-01-25",0,1539,"#525252"
"3bbb6da6-988f-4757-aab2-9c74e347451e","individual","male","Georg von KOMERSTADT","meissen_DE_gid_2872155","Meissen",1498,"1498-03-28",0,1498,"1498-03-28","kalkreuth_DE_gid_2893775","Kalckreuth, near Grossenhain",1559,"1559-12-26",0,1559,"#525252"
"3ca600af-a770-414b-aaf6-6c7ea894e107","individual","male","Lorenzo CAMPEGGI","milano_IT_gid_3173435","Milan",1474,"1474-01-01",1,1474,"1474-12-31","rome_IT_gid_3169070","Rome",1539,"1539-07-25",0,1539,"#525252"
"3edbb9ff-e345-4595-a1ff-13000da8f16b","individual","male","John (III) More","london_GB_gid_2643743","London",1508,"1508-12-01",1,1508,"1508-12-31","unknown_location_XX_gid_unknown","Unknown",1547,"1547-11-01",1,1547,"#525252"
"47a073b9-cc8e-4ec4-9ab0-b9ba289db498","individual","male","Jacques TOUSSAIN","unknown_location_diocese_of_troyes_FR_gid_unknown","Unknown, in the diocese of Troyes",1490,"1490-01-01",1,1490,"1490-12-31","paris_FR_gid_2988507","Paris",1547,"1547-03-15",0,1547,"#C3161F"
"48011e35-9bac-4ce7-b181-62c64c2e22bc","individual","male","Jakob SPIEGEL","sélestat_FR_gid_2975233","Sélestat",1483,"1483-01-01",1,1483,"1483-12-31","sélestat_FR_gid_2975233","Schlettstadt",1547,"1547-10-17",0,1547,"#525252"
"4c3e117b-0d82-459a-9034-e3548d2b0981","individual","male","Juan de VERGARA","toledo_ES_gid_2510409","Toledo",1492,"1492-09-04",0,1492,"1492-09-04","toledo_ES_gid_2510409","Toledo",1557,"1557-02-20",0,1557,"#525252"
"4d1cc198-928c-46e6-8d8e-ad240639f5c3","individual","male","Antoine d'ALBON","saint_forgeux_FR_gid_2980094","Saint-Forgeux",1507,"1507-01-01",1,1507,"1507-12-31","saint_just_saint_rambert_FR_gid_2978997","Saint-Rambert-en-Forez",1574,"1574-09-24",0,1574,"#525252"
"4de6dad8-84ae-4acd-9b76-0e2064602f71","individual","male","Germain de BRIE","auxerre_FR_gid_3035843","Auxerre",1490,"1490-01-01",1,1490,"1490-12-31","paris_FR_gid_2988507","Paris",1538,"1538-07-22",0,1538,"#C3161F"
"4e1811b8-de56-49bd-b14e-64ffae110e46","individual","male","Helius EOBANUS Hessus","halgehausen_DE_gid_2911550","Halgehausen bei Frankenberg/Hessen",1488,"1488-01-06",0,1488,"1488-01-06","marburg_an_der_lahn_DE_gid_2873759","Marburg/Lahn",1540,"1540-10-04",0,1540,"#525252"
"529617fa-cba0-43c7-943d-9b7c3022f9dc","individual","male","Omaar van EDINGEN","gent_BE_gid_2797656","prob. Ghent",NA,NA,1,NA,NA,"gent_BE_gid_2797656","prob. Ghent",1540,"1540-06-08",0,1540,"#525252"
"56850d50-b9ad-4e1f-abb2-ffad12fb18c2","corporate body","not applicable","[Collegium Trilingue","unknown_location_XX_gid_unknown","not applicable",NA,NA,1,NA,NA,"unknown_location_XX_gid_unknown","not applicable",NA,NA,1,NA,"#525252"
"57cbdc43-7883-4d6a-9621-8c3645d470b7","individual","male","Georgius AGRICOLA","glauchau_DE_gid_2920020","Glauchau/Sachsen",1494,"1494-03-24",0,1494,"1494-03-24","chemnitz_DE_gid_2940132","Chemnitz",1555,"1555-11-21",0,1555,"#525252"
"5e60590c-a292-4f53-8c45-81a5fdf5d038","individual","male","QUINTINUS","unknown_location_XX_gid_unknown","Unknown",NA,NA,1,NA,NA,"unknown_location_XX_gid_unknown","Unknown",NA,NA,1,NA,"#525252"
