"Id","type","gender","Label","pob_loc_id","pob_loc_annotation","dob_year1","dob_computable1","dob_has_range","dob_year2","dob_computable2","pod_loc_id","pod_loc_annotation","dod_year1","dod_computable1","dod_has_range","dod_year2","colour"
"05c68323-6534-4612-9718-fd5e0c3808f9","individual","male","[A Patron","unknown_location_XX_gid_unknown","Unknown",NA,NA,1,NA,NA,"unknown_location_XX_gid_unknown","Unknown",NA,NA,1,NA,"#525252"
"075e0070-ef23-438d-87ca-00e333653086","individual","male","Johannes SAPIDUS","sélestat_FR_gid_2975233","Sélestat",1490,"1490-01-01",1,1490,"1490-12-31","strasbourg_FR_gid_2973783","Straßburg",1561,"1561-06-08",0,1561,"#525252"
"092caa16-2b04-4fb8-b132-a236074b2b2c","individual","male","Edward LEE","unknown_location_in_england_GB_gid_unknown","Kent",1482,"1482-01-01",1,1482,"1482-12-31","unknown_location_XX_gid_unknown","Unknown",1544,"1544-09-13",0,1544,"#525252"
"0ec03581-0e29-4e21-88cd-139033fd0f9e","individual","male","BEATUS Rhenanus","sélestat_FR_gid_2975233","Sélestat",1485,"1485-08-22",0,1485,"1485-08-22","strasbourg_FR_gid_2973783","Strasbourg",1547,"1547-07-20",0,1547,"#525252"
"0f1d8faa-dd28-4b15-8fa6-bf747560fb1c","individual","male","Philipp ENGELBRECHT","engen_DE_gid_2930201","Engen, between Singen and Tuttlingen",1499,"1499-01-01",1,1499,"1499-12-31","strasbourg_FR_gid_2973783","Strasbourg",1528,"1528-09-12",0,1528,"#525252"
"14f05533-45b4-4b87-a313-d16b5c8506ae","individual","male","Paul VOLZ","offenburg_DE_gid_2857798","Offenburg (i. Baden)",1480,"1480-01-01",1,1480,"1480-12-31","strasbourg_FR_gid_2973783","Strasbourg",1544,"1544-07-06",0,1544,"#525252"
"1751ceec-3e10-4ceb-aba2-0feb64c48e5a","individual","male","Joost van der NOOT","brussels_BE_gid_2800866","Brussels",NA,NA,1,NA,NA,"unknown_location_XX_gid_unknown","Unknown",1525,"1525-01-01",1,1525,"#525252"
"17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","individual","male","Erasmus Desiderius","rotterdam_NL_gid_2747891","bei Rotterdam",1469,"1469-01-01",1,1469,"1469-12-31","basel_CH_gid_2661604","Basel",1536,"1536-01-01",1,1536,"#3C93AF"
"1d206913-3666-4b58-9ec3-ff95863e8f94","individual","male","Johannes OECOLAMPADIUS","weinsberg_DE_gid_2812158","Weinsberg",1482,"1482-01-01",1,1482,"1482-12-31","basel_CH_gid_2661604","Basel",1531,"1531-11-22",1,1531,"#525252"
"1f3849a4-dca7-428e-a37b-8b187af6e305","individual","male","Nicolaas EVERAERTS","grijpskerke_NL_gid_2755315","Grijpskerke, near Middelburg on the island of Walcheren",1461,"1461-01-01",1,1462,"1462-12-31","mechelen_BE_gid_2791537","Mechelen",1532,"1532-08-09",0,1532,"#525252"
